Test Case,Algorithm,Execution Time,std
r 10000 0.5383,H,0,0.5383
r 10000 0.5383,M,0,0.5383
r 10000 0.5383,Q,0,0.5383
r 10000 0.5383,R,0,0.5383
r 10000 0.5384,H,1,0.5384
r 10000 0.5384,M,0,0.5384
r 10000 0.5384,Q,0,0.5384
r 10000 0.5384,R,0,0.5384
r 10000 0.5385,H,0,0.5385
r 10000 0.5385,M,0,0.5385
r 10000 0.5385,Q,0,0.5385
r 10000 0.5385,R,1,0.5385
r 10000 0.5386,H,0,0.5386
r 10000 0.5386,M,1,0.5386
r 10000 0.5386,Q,0,0.5386
r 10000 0.5386,R,0,0.5386
r 10000 0.5387,H,1,0.5387
r 10000 0.5387,M,0,0.5387
r 10000 0.5387,Q,0,0.5387
r 10000 0.5387,R,0,0.5387
r 10000 0.5388,H,0,0.5388
r 10000 0.5388,M,0,0.5388
r 10000 0.5388,Q,0,0.5388
r 10000 0.5388,R,0,0.5388
r 10000 0.5389,H,0,0.5389
r 10000 0.5389,M,0,0.5389
r 10000 0.5389,Q,0,0.5389
r 10000 0.5389,R,0,0.5389
r 10000 0.5390,H,0,0.5390
r 10000 0.5390,M,1,0.5390
r 10000 0.5390,Q,0,0.5390
r 10000 0.5390,R,0,0.5390
r 10000 0.5391,H,1,0.5391
r 10000 0.5391,M,0,0.5391
r 10000 0.5391,Q,0,0.5391
r 10000 0.5391,R,0,0.5391
r 10000 0.5392,H,0,0.5392
r 10000 0.5392,M,0,0.5392
r 10000 0.5392,Q,0,0.5392
r 10000 0.5392,R,0,0.5392
r 10000 0.5393,H,0,0.5393
r 10000 0.5393,M,0,0.5393
r 10000 0.5393,Q,0,0.5393
r 10000 0.5393,R,0,0.5393
r 10000 0.5394,H,0,0.5394
r 10000 0.5394,M,1,0.5394
r 10000 0.5394,Q,0,0.5394
r 10000 0.5394,R,0,0.5394
r 10000 0.5395,H,1,0.5395
r 10000 0.5395,M,0,0.5395
r 10000 0.5395,Q,0,0.5395
r 10000 0.5395,R,0,0.5395
r 10000 0.5396,H,0,0.5396
r 10000 0.5396,M,0,0.5396
r 10000 0.5396,Q,0,0.5396
r 10000 0.5396,R,0,0.5396
r 10000 0.5397,H,0,0.5397
r 10000 0.5397,M,0,0.5397
r 10000 0.5397,Q,0,0.5397
r 10000 0.5397,R,0,0.5397
r 10000 0.5398,H,0,0.5398
r 10000 0.5398,M,1,0.5398
r 10000 0.5398,Q,0,0.5398
r 10000 0.5398,R,0,0.5398
r 10000 0.5399,H,1,0.5399
r 10000 0.5399,M,0,0.5399
r 10000 0.5399,Q,0,0.5399
r 10000 0.5399,R,0,0.5399
r 10000 0.5400,H,0,0.5400
r 10000 0.5400,M,0,0.5400
r 10000 0.5400,Q,0,0.5400
r 10000 0.5400,R,0,0.5400
r 10000 0.5401,H,0,0.5401
r 10000 0.5401,M,0,0.5401
r 10000 0.5401,Q,0,0.5401
r 10000 0.5401,R,0,0.5401
r 10000 0.5402,H,0,0.5402
r 10000 0.5402,M,1,0.5402
r 10000 0.5402,Q,0,0.5402
r 10000 0.5402,R,0,0.5402
r 10000 0.5403,H,1,0.5403
r 10000 0.5403,M,0,0.5403
r 10000 0.5403,Q,0,0.5403
r 10000 0.5403,R,0,0.5403
r 10000 0.5404,H,0,0.5404
r 10000 0.5404,M,0,0.5404
r 10000 0.5404,Q,0,0.5404
r 10000 0.5404,R,0,0.5404
r 10000 0.5405,H,0,0.5405
r 10000 0.5405,M,1,0.5405
r 10000 0.5405,Q,0,0.5405
r 10000 0.5405,R,0,0.5405
r 10000 0.5406,H,1,0.5406
r 10000 0.5406,M,0,0.5406
r 10000 0.5406,Q,0,0.5406
r 10000 0.5406,R,0,0.5406
r 10000 0.5407,H,1,0.5407
r 10000 0.5407,M,0,0.5407
r 10000 0.5407,Q,0,0.5407
r 10000 0.5407,R,0,0.5407
r 10000 0.5408,H,0,0.5408
r 10000 0.5408,M,0,0.5408
r 10000 0.5408,Q,0,0.5408
r 10000 0.5408,R,0,0.5408
r 10000 0.5409,H,0,0.5409
r 10000 0.5409,M,1,0.5409
r 10000 0.5409,Q,0,0.5409
r 10000 0.5409,R,0,0.5409
r 10000 0.5410,H,1,0.5410
r 10000 0.5410,M,0,0.5410
r 10000 0.5410,Q,0,0.5410
r 10000 0.5410,R,0,0.5410
r 10000 0.5411,H,0,0.5411
r 10000 0.5411,M,0,0.5411
r 10000 0.5411,Q,0,0.5411
r 10000 0.5411,R,0,0.5411
r 10000 0.5412,H,0,0.5412
r 10000 0.5412,M,1,0.5412
r 10000 0.5412,Q,0,0.5412
r 10000 0.5412,R,0,0.5412
r 10000 0.5413,H,1,0.5413
r 10000 0.5413,M,0,0.5413
r 10000 0.5413,Q,0,0.5413
r 10000 0.5413,R,0,0.5413
r 10000 0.5414,H,0,0.5414
r 10000 0.5414,M,0,0.5414
r 10000 0.5414,Q,0,0.5414
r 10000 0.5414,R,0,0.5414
r 10000 0.5415,H,0,0.5415
r 10000 0.5415,M,0,0.5415
r 10000 0.5415,Q,1,0.5415
r 10000 0.5415,R,0,0.5415
r 10000 0.5416,H,0,0.5416
r 10000 0.5416,M,1,0.5416
r 10000 0.5416,Q,0,0.5416
r 10000 0.5416,R,0,0.5416
r 10000 0.5417,H,1,0.5417
r 10000 0.5417,M,0,0.5417
r 10000 0.5417,Q,0,0.5417
r 10000 0.5417,R,0,0.5417
r 10000 0.5418,H,0,0.5418
r 10000 0.5418,M,0,0.5418
r 10000 0.5418,Q,0,0.5418
r 10000 0.5418,R,0,0.5418
r 10000 0.5419,H,0,0.5419
r 10000 0.5419,M,1,0.5419
r 10000 0.5419,Q,0,0.5419
r 10000 0.5419,R,0,0.5419
r 10000 0.5420,H,1,0.5420
r 10000 0.5420,M,0,0.5420
r 10000 0.5420,Q,0,0.5420
r 10000 0.5420,R,0,0.5420
r 10000 0.5421,H,0,0.5421
r 10000 0.5421,M,0,0.5421
r 10000 0.5421,Q,0,0.5421
r 10000 0.5421,R,0,0.5421
r 10000 0.5422,H,0,0.5422
r 10000 0.5422,M,0,0.5422
r 10000 0.5422,Q,0,0.5422
r 10000 0.5422,R,1,0.5422
r 10000 0.5423,H,0,0.5423
r 10000 0.5423,M,1,0.5423
r 10000 0.5423,Q,0,0.5423
r 10000 0.5423,R,0,0.5423
r 10000 0.5424,H,1,0.5424
r 10000 0.5424,M,0,0.5424
r 10000 0.5424,Q,0,0.5424
r 10000 0.5424,R,0,0.5424
r 10000 0.5425,H,0,0.5425
r 10000 0.5425,M,0,0.5425
r 10000 0.5425,Q,0,0.5425
r 10000 0.5425,R,1,0.5425
r 10000 0.5426,H,0,0.5426
r 10000 0.5426,M,1,0.5426
r 10000 0.5426,Q,0,0.5426
r 10000 0.5426,R,0,0.5426
r 10000 0.5427,H,0,0.5427
r 10000 0.5427,M,0,0.5427
r 10000 0.5427,Q,0,0.5427
r 10000 0.5427,R,0,0.5427
r 10000 0.5428,H,0,0.5428
r 10000 0.5428,M,1,0.5428
r 10000 0.5428,Q,0,0.5428
r 10000 0.5428,R,0,0.5428
r 10000 0.5429,H,1,0.5429
r 10000 0.5429,M,0,0.5429
r 10000 0.5429,Q,0,0.5429
r 10000 0.5429,R,0,0.5429
r 10000 0.5430,H,0,0.5430
r 10000 0.5430,M,1,0.5430
r 10000 0.5430,Q,0,0.5430
r 10000 0.5430,R,0,0.5430
r 10000 0.5431,H,0,0.5431
r 10000 0.5431,M,1,0.5431
r 10000 0.5431,Q,0,0.5431
r 10000 0.5431,R,0,0.5431
r 10000 0.5432,H,0,0.5432
r 10000 0.5432,M,0,0.5432
r 10000 0.5432,Q,0,0.5432
r 10000 0.5432,R,0,0.5432
r 10000 0.5433,H,0,0.5433
r 10000 0.5433,M,1,0.5433
r 10000 0.5433,Q,0,0.5433
r 10000 0.5433,R,0,0.5433
r 10000 0.5434,H,1,0.5434
r 10000 0.5434,M,0,0.5434
r 10000 0.5434,Q,0,0.5434
r 10000 0.5434,R,0,0.5434
r 10000 0.5435,H,0,0.5435
r 10000 0.5435,M,1,0.5435
r 10000 0.5435,Q,0,0.5435
r 10000 0.5435,R,0,0.5435
r 10000 0.5436,H,1,0.5436
r 10000 0.5436,M,0,0.5436
r 10000 0.5436,Q,0,0.5436
r 10000 0.5436,R,0,0.5436
r 10000 0.5437,H,0,0.5437
r 10000 0.5437,M,0,0.5437
r 10000 0.5437,Q,0,0.5437
r 10000 0.5437,R,0,0.5437
r 10000 0.5438,H,0,0.5438
r 10000 0.5438,M,1,0.5438
r 10000 0.5438,Q,0,0.5438
r 10000 0.5438,R,0,0.5438
r 10000 0.5439,H,1,0.5439
r 10000 0.5439,M,0,0.5439
r 10000 0.5439,Q,0,0.5439
r 10000 0.5439,R,0,0.5439
r 10000 0.5440,H,0,0.5440
r 10000 0.5440,M,1,0.5440
r 10000 0.5440,Q,0,0.5440
r 10000 0.5440,R,0,0.5440
r 10000 0.5441,H,1,0.5441
r 10000 0.5441,M,0,0.5441
r 10000 0.5441,Q,0,0.5441
r 10000 0.5441,R,0,0.5441
r 10000 0.5442,H,0,0.5442
r 10000 0.5442,M,0,0.5442
r 10000 0.5442,Q,0,0.5442
r 10000 0.5442,R,0,0.5442
r 10000 0.5443,H,0,0.5443
r 10000 0.5443,M,1,0.5443
r 10000 0.5443,Q,0,0.5443
r 10000 0.5443,R,0,0.5443
r 10000 0.5444,H,1,0.5444
r 10000 0.5444,M,0,0.5444
r 10000 0.5444,Q,0,0.5444
r 10000 0.5444,R,0,0.5444
r 10000 0.5445,H,0,0.5445
r 10000 0.5445,M,0,0.5445
r 10000 0.5445,Q,0,0.5445
r 10000 0.5445,R,0,0.5445
r 10000 0.5446,H,1,0.5446
r 10000 0.5446,M,0,0.5446
r 10000 0.5446,Q,0,0.5446
r 10000 0.5446,R,1,0.5446
r 10000 0.5447,H,0,0.5447
r 10000 0.5447,M,1,0.5447
r 10000 0.5447,Q,0,0.5447
r 10000 0.5447,R,0,0.5447
r 10000 0.5448,H,1,0.5448
r 10000 0.5448,M,0,0.5448
r 10000 0.5448,Q,0,0.5448
r 10000 0.5448,R,0,0.5448
r 10000 0.5449,H,1,0.5449
r 10000 0.5449,M,0,0.5449
r 10000 0.5449,Q,0,0.5449
r 10000 0.5449,R,1,0.5449
r 10000 0.5450,H,1,0.5450
r 10000 0.5450,M,0,0.5450
r 10000 0.5450,Q,0,0.5450
r 10000 0.5450,R,0,0.5450
r 10000 0.5451,H,0,0.5451
r 10000 0.5451,M,1,0.5451
r 10000 0.5451,Q,0,0.5451
r 10000 0.5451,R,0,0.5451
r 10000 0.5452,H,1,0.5452
r 10000 0.5452,M,0,0.5452
r 10000 0.5452,Q,1,0.5452
r 10000 0.5452,R,0,0.5452
r 10000 0.5453,H,0,0.5453
r 10000 0.5453,M,1,0.5453
r 10000 0.5453,Q,0,0.5453
r 10000 0.5453,R,0,0.5453
r 10000 0.5454,H,0,0.5454
r 10000 0.5454,M,0,0.5454
r 10000 0.5454,Q,0,0.5454
r 10000 0.5454,R,0,0.5454
r 10000 0.5455,H,0,0.5455
r 10000 0.5455,M,1,0.5455
r 10000 0.5455,Q,0,0.5455
r 10000 0.5455,R,0,0.5455
r 10000 0.5456,H,1,0.5456
r 10000 0.5456,M,0,0.5456
r 10000 0.5456,Q,0,0.5456
r 10000 0.5456,R,0,0.5456
r 10000 0.5457,H,1,0.5457
r 10000 0.5457,M,0,0.5457
r 10000 0.5457,Q,0,0.5457
r 10000 0.5457,R,1,0.5457
r 10000 0.5458,H,1,0.5458
r 10000 0.5458,M,0,0.5458
r 10000 0.5458,Q,0,0.5458
r 10000 0.5458,R,0,0.5458
r 10000 0.5459,H,1,0.5459
r 10000 0.5459,M,1,0.5459
r 10000 0.5459,Q,0,0.5459
r 10000 0.5459,R,0,0.5459
r 10000 0.5460,H,1,0.5460
r 10000 0.5460,M,0,0.5460
r 10000 0.5460,Q,0,0.5460
r 10000 0.5460,R,0,0.5460
r 10000 0.5461,H,1,0.5461
r 10000 0.5461,M,0,0.5461
r 10000 0.5461,Q,0,0.5461
r 10000 0.5461,R,0,0.5461
r 10000 0.5462,H,1,0.5462
r 10000 0.5462,M,1,0.5462
r 10000 0.5462,Q,0,0.5462
r 10000 0.5462,R,0,0.5462
r 10000 0.5463,H,1,0.5463
r 10000 0.5463,M,0,0.5463
r 10000 0.5463,Q,0,0.5463
r 10000 0.5463,R,0,0.5463
r 10000 0.5464,H,0,0.5464
r 10000 0.5464,M,0,0.5464
r 10000 0.5464,Q,1,0.5464
r 10000 0.5464,R,0,0.5464
r 10000 0.5465,H,0,0.5465
r 10000 0.5465,M,1,0.5465
r 10000 0.5465,Q,0,0.5465
r 10000 0.5465,R,0,0.5465
r 10000 0.5466,H,1,0.5466
r 10000 0.5466,M,0,0.5466
r 10000 0.5466,Q,0,0.5466
r 10000 0.5466,R,0,0.5466
r 10000 0.5467,H,0,0.5467
r 10000 0.5467,M,0,0.5467
r 10000 0.5467,Q,0,0.5467
r 10000 0.5467,R,1,0.5467
r 10000 0.5468,H,1,0.5468
r 10000 0.5468,M,0,0.5468
r 10000 0.5468,Q,0,0.5468
r 10000 0.5468,R,0,0.5468
r 10000 0.5469,H,0,0.5469
r 10000 0.5469,M,0,0.5469
r 10000 0.5469,Q,1,0.5469
r 10000 0.5469,R,0,0.5469
r 10000 0.5470,H,1,0.5470
r 10000 0.5470,M,0,0.5470
r 10000 0.5470,Q,0,0.5470
r 10000 0.5470,R,0,0.5470
r 10000 0.5471,H,0,0.5471
r 10000 0.5471,M,0,0.5471
r 10000 0.5471,Q,0,0.5471
r 10000 0.5471,R,1,0.5471
r 10000 0.5472,H,1,0.5472
r 10000 0.5472,M,0,0.5472
r 10000 0.5472,Q,0,0.5472
r 10000 0.5472,R,0,0.5472
r 10000 0.5473,H,0,0.5473
r 10000 0.5473,M,0,0.5473
r 10000 0.5473,Q,0,0.5473
r 10000 0.5473,R,0,0.5473
r 10000 0.5474,H,0,0.5474
r 10000 0.5474,M,1,0.5474
r 10000 0.5474,Q,0,0.5474
r 10000 0.5474,R,0,0.5474
r 10000 0.5475,H,1,0.5475
r 10000 0.5475,M,0,0.5475
r 10000 0.5475,Q,0,0.5475
r 10000 0.5475,R,0,0.5475
r 10000 0.5476,H,0,0.5476
r 10000 0.5476,M,0,0.5476
r 10000 0.5476,Q,0,0.5476
r 10000 0.5476,R,0,0.5476
r 10000 0.5477,H,0,0.5477
r 10000 0.5477,M,1,0.5477
r 10000 0.5477,Q,0,0.5477
r 10000 0.5477,R,0,0.5477
r 10000 0.5478,H,1,0.5478
r 10000 0.5478,M,0,0.5478
r 10000 0.5478,Q,0,0.5478
r 10000 0.5478,R,0,0.5478
r 10000 0.5479,H,0,0.5479
r 10000 0.5479,M,0,0.5479
r 10000 0.5479,Q,0,0.5479
r 10000 0.5479,R,0,0.5479
r 10000 0.5480,H,0,0.5480
r 10000 0.5480,M,1,0.5480
r 10000 0.5480,Q,0,0.5480
r 10000 0.5480,R,0,0.5480
r 10000 0.5481,H,1,0.5481
r 10000 0.5481,M,0,0.5481
r 10000 0.5481,Q,0,0.5481
r 10000 0.5481,R,0,0.5481
r 10000 0.5482,H,0,0.5482
r 10000 0.5482,M,0,0.5482
r 10000 0.5482,Q,0,0.5482
r 10000 0.5482,R,0,0.5482
r 10000 0.5483,H,0,0.5483
r 10000 0.5483,M,1,0.5483
r 10000 0.5483,Q,0,0.5483
r 10000 0.5483,R,0,0.5483
r 10000 0.5484,H,1,0.5484
r 10000 0.5484,M,0,0.5484
r 10000 0.5484,Q,0,0.5484
r 10000 0.5484,R,0,0.5484
r 10000 0.5485,H,0,0.5485
r 10000 0.5485,M,0,0.5485
r 10000 0.5485,Q,0,0.5485
r 10000 0.5485,R,0,0.5485
r 10000 0.5486,H,0,0.5486
r 10000 0.5486,M,1,0.5486
r 10000 0.5486,Q,0,0.5486
r 10000 0.5486,R,0,0.5486
r 10000 0.5487,H,1,0.5487
r 10000 0.5487,M,0,0.5487
r 10000 0.5487,Q,0,0.5487
r 10000 0.5487,R,0,0.5487
r 10000 0.5488,H,0,0.5488
r 10000 0.5488,M,0,0.5488
r 10000 0.5488,Q,0,0.5488
r 10000 0.5488,R,0,0.5488
r 10000 0.5489,H,0,0.5489
r 10000 0.5489,M,1,0.5489
r 10000 0.5489,Q,0,0.5489
r 10000 0.5489,R,0,0.5489
r 10000 0.5490,H,1,0.5490
r 10000 0.5490,M,0,0.5490
r 10000 0.5490,Q,0,0.5490
r 10000 0.5490,R,0,0.5490
r 10000 0.5491,H,0,0.5491
r 10000 0.5491,M,0,0.5491
r 10000 0.5491,Q,0,0.5491
r 10000 0.5491,R,0,0.5491
r 10000 0.5492,H,0,0.5492
r 10000 0.5492,M,1,0.5492
r 10000 0.5492,Q,0,0.5492
r 10000 0.5492,R,0,0.5492
r 10000 0.5493,H,0,0.5493
r 10000 0.5493,M,0,0.5493
r 10000 0.5493,Q,0,0.5493
r 10000 0.5493,R,0,0.5493
r 10000 0.5494,H,0,0.5494
r 10000 0.5494,M,1,0.5494
r 10000 0.5494,Q,0,0.5494
r 10000 0.5494,R,0,0.5494
r 10000 0.5495,H,1,0.5495
r 10000 0.5495,M,0,0.5495
r 10000 0.5495,Q,0,0.5495
r 10000 0.5495,R,0,0.5495
r 10000 0.5496,H,0,0.5496
r 10000 0.5496,M,1,0.5496
r 10000 0.5496,Q,0,0.5496
r 10000 0.5496,R,0,0.5496
r 10000 0.5497,H,1,0.5497
r 10000 0.5497,M,0,0.5497
r 10000 0.5497,Q,0,0.5497
r 10000 0.5497,R,0,0.5497
r 10000 0.5498,H,0,0.5498
r 10000 0.5498,M,0,0.5498
r 10000 0.5498,Q,0,0.5498
r 10000 0.5498,R,0,0.5498
r 10000 0.5499,H,0,0.5499
r 10000 0.5499,M,1,0.5499
r 10000 0.5499,Q,0,0.5499
r 10000 0.5499,R,0,0.5499
r 10000 0.5500,H,1,0.5500
r 10000 0.5500,M,0,0.5500
r 10000 0.5500,Q,0,0.5500
r 10000 0.5500,R,0,0.5500
r 10000 0.5501,H,0,0.5501
r 10000 0.5501,M,0,0.5501
r 10000 0.5501,Q,0,0.5501
r 10000 0.5501,R,0,0.5501
r 10000 0.5502,H,0,0.5502
r 10000 0.5502,M,1,0.5502
r 10000 0.5502,Q,0,0.5502
r 10000 0.5502,R,0,0.5502
r 10000 0.5503,H,1,0.5503
r 10000 0.5503,M,0,0.5503
r 10000 0.5503,Q,0,0.5503
r 10000 0.5503,R,0,0.5503
r 10000 0.5504,H,0,0.5504
r 10000 0.5504,M,0,0.5504
r 10000 0.5504,Q,0,0.5504
r 10000 0.5504,R,0,0.5504
r 10000 0.5505,H,0,0.5505
r 10000 0.5505,M,1,0.5505
r 10000 0.5505,Q,0,0.5505
r 10000 0.5505,R,0,0.5505
r 10000 0.5506,H,1,0.5506
r 10000 0.5506,M,0,0.5506
r 10000 0.5506,Q,0,0.5506
r 10000 0.5506,R,0,0.5506
r 10000 0.5507,H,0,0.5507
r 10000 0.5507,M,0,0.5507
r 10000 0.5507,Q,0,0.5507
r 10000 0.5507,R,0,0.5507
r 10000 0.5508,H,0,0.5508
r 10000 0.5508,M,1,0.5508
r 10000 0.5508,Q,0,0.5508
r 10000 0.5508,R,0,0.5508
r 10000 0.5509,H,1,0.5509
r 10000 0.5509,M,0,0.5509
r 10000 0.5509,Q,0,0.5509
r 10000 0.5509,R,0,0.5509
r 10000 0.5510,H,0,0.5510
r 10000 0.5510,M,0,0.5510
r 10000 0.5510,Q,0,0.5510
r 10000 0.5510,R,0,0.5510
r 10000 0.5511,H,0,0.5511
r 10000 0.5511,M,1,0.5511
r 10000 0.5511,Q,0,0.5511
r 10000 0.5511,R,0,0.5511
r 10000 0.5512,H,1,0.5512
r 10000 0.5512,M,0,0.5512
r 10000 0.5512,Q,0,0.5512
r 10000 0.5512,R,0,0.5512
r 10000 0.5513,H,0,0.5513
r 10000 0.5513,M,0,0.5513
r 10000 0.5513,Q,0,0.5513
r 10000 0.5513,R,0,0.5513
r 10000 0.5514,H,0,0.5514
r 10000 0.5514,M,1,0.5514
r 10000 0.5514,Q,0,0.5514
r 10000 0.5514,R,0,0.5514
r 10000 0.5515,H,0,0.5515
r 10000 0.5515,M,1,0.5515
r 10000 0.5515,Q,0,0.5515
r 10000 0.5515,R,0,0.5515
r 10000 0.5516,H,1,0.5516
r 10000 0.5516,M,0,0.5516
r 10000 0.5516,Q,0,0.5516
r 10000 0.5516,R,0,0.5516
r 10000 0.5517,H,0,0.5517
r 10000 0.5517,M,0,0.5517
r 10000 0.5517,Q,0,0.5517
r 10000 0.5517,R,1,0.5517
r 10000 0.5518,H,0,0.5518
r 10000 0.5518,M,1,0.5518
r 10000 0.5518,Q,0,0.5518
r 10000 0.5518,R,0,0.5518
r 10000 0.5519,H,1,0.5519
r 10000 0.5519,M,0,0.5519
r 10000 0.5519,Q,0,0.5519
r 10000 0.5519,R,0,0.5519
r 10000 0.5520,H,0,0.5520
r 10000 0.5520,M,0,0.5520
r 10000 0.5520,Q,0,0.5520
r 10000 0.5520,R,1,0.5520
r 10000 0.5521,H,0,0.5521
r 10000 0.5521,M,1,0.5521
r 10000 0.5521,Q,0,0.5521
r 10000 0.5521,R,0,0.5521
r 10000 0.5522,H,1,0.5522
r 10000 0.5522,M,1,0.5522
r 10000 0.5522,Q,0,0.5522
r 10000 0.5522,R,0,0.5522
r 10000 0.5523,H,0,0.5523
r 10000 0.5523,M,0,0.5523
r 10000 0.5523,Q,0,0.5523
r 10000 0.5523,R,0,0.5523
r 10000 0.5524,H,0,0.5524
r 10000 0.5524,M,1,0.5524
r 10000 0.5524,Q,0,0.5524
r 10000 0.5524,R,0,0.5524
r 10000 0.5525,H,1,0.5525
r 10000 0.5525,M,0,0.5525
r 10000 0.5525,Q,0,0.5525
r 10000 0.5525,R,0,0.5525
r 10000 0.5526,H,1,0.5526
r 10000 0.5526,M,0,0.5526
r 10000 0.5526,Q,0,0.5526
r 10000 0.5526,R,0,0.5526
r 10000 0.5527,H,0,0.5527
r 10000 0.5527,M,0,0.5527
r 10000 0.5527,Q,0,0.5527
r 10000 0.5527,R,0,0.5527
r 10000 0.5528,H,0,0.5528
r 10000 0.5528,M,1,0.5528
r 10000 0.5528,Q,0,0.5528
r 10000 0.5528,R,0,0.5528
r 10000 0.5529,H,1,0.5529
r 10000 0.5529,M,0,0.5529
r 10000 0.5529,Q,0,0.5529
r 10000 0.5529,R,0,0.5529
r 10000 0.5530,H,0,0.5530
r 10000 0.5530,M,0,0.5530
r 10000 0.5530,Q,0,0.5530
r 10000 0.5530,R,0,0.5530
r 10000 0.5531,H,0,0.5531
r 10000 0.5531,M,1,0.5531
r 10000 0.5531,Q,0,0.5531
r 10000 0.5531,R,0,0.5531
r 10000 0.5532,H,1,0.5532
r 10000 0.5532,M,0,0.5532
r 10000 0.5532,Q,0,0.5532
r 10000 0.5532,R,0,0.5532
r 10000 0.5533,H,0,0.5533
r 10000 0.5533,M,0,0.5533
r 10000 0.5533,Q,0,0.5533
r 10000 0.5533,R,0,0.5533
r 10000 0.5534,H,0,0.5534
r 10000 0.5534,M,1,0.5534
r 10000 0.5534,Q,0,0.5534
r 10000 0.5534,R,0,0.5534
r 10000 0.5535,H,1,0.5535
r 10000 0.5535,M,0,0.5535
r 10000 0.5535,Q,0,0.5535
r 10000 0.5535,R,0,0.5535
r 10000 0.5536,H,0,0.5536
r 10000 0.5536,M,0,0.5536
r 10000 0.5536,Q,0,0.5536
r 10000 0.5536,R,0,0.5536
r 10000 0.5537,H,0,0.5537
r 10000 0.5537,M,1,0.5537
r 10000 0.5537,Q,0,0.5537
r 10000 0.5537,R,0,0.5537
r 10000 0.5538,H,1,0.5538
r 10000 0.5538,M,0,0.5538
r 10000 0.5538,Q,0,0.5538
r 10000 0.5538,R,0,0.5538
r 10000 0.5539,H,0,0.5539
r 10000 0.5539,M,1,0.5539
r 10000 0.5539,Q,0,0.5539
r 10000 0.5539,R,0,0.5539
r 10000 0.5540,H,1,0.5540
r 10000 0.5540,M,0,0.5540
r 10000 0.5540,Q,0,0.5540
r 10000 0.5540,R,0,0.5540
r 10000 0.5541,H,0,0.5541
r 10000 0.5541,M,1,0.5541
r 10000 0.5541,Q,0,0.5541
r 10000 0.5541,R,0,0.5541
r 10000 0.5542,H,0,0.5542
r 10000 0.5542,M,0,0.5542
r 10000 0.5542,Q,0,0.5542
r 10000 0.5542,R,0,0.5542
r 10000 0.5543,H,0,0.5543
r 10000 0.5543,M,1,0.5543
r 10000 0.5543,Q,0,0.5543
r 10000 0.5543,R,0,0.5543
r 10000 0.5544,H,1,0.5544
r 10000 0.5544,M,0,0.5544
r 10000 0.5544,Q,0,0.5544
r 10000 0.5544,R,0,0.5544
r 10000 0.5545,H,0,0.5545
r 10000 0.5545,M,0,0.5545
r 10000 0.5545,Q,0,0.5545
r 10000 0.5545,R,0,0.5545
r 10000 0.5546,H,0,0.5546
r 10000 0.5546,M,1,0.5546
r 10000 0.5546,Q,0,0.5546
r 10000 0.5546,R,0,0.5546
r 10000 0.5547,H,1,0.5547
r 10000 0.5547,M,1,0.5547
r 10000 0.5547,Q,0,0.5547
r 10000 0.5547,R,0,0.5547
r 10000 0.5548,H,0,0.5548
r 10000 0.5548,M,0,0.5548
r 10000 0.5548,Q,0,0.5548
r 10000 0.5548,R,0,0.5548
r 10000 0.5549,H,0,0.5549
r 10000 0.5549,M,1,0.5549
r 10000 0.5549,Q,0,0.5549
r 10000 0.5549,R,0,0.5549
r 10000 0.5550,H,1,0.5550
r 10000 0.5550,M,0,0.5550
r 10000 0.5550,Q,0,0.5550
r 10000 0.5550,R,0,0.5550
r 10000 0.5551,H,0,0.5551
r 10000 0.5551,M,1,0.5551
r 10000 0.5551,Q,0,0.5551
r 10000 0.5551,R,0,0.5551
r 10000 0.5552,H,0,0.5552
r 10000 0.5552,M,0,0.5552
r 10000 0.5552,Q,0,0.5552
r 10000 0.5552,R,0,0.5552
r 10000 0.5553,H,0,0.5553
r 10000 0.5553,M,0,0.5553
r 10000 0.5553,Q,1,0.5553
r 10000 0.5553,R,0,0.5553
r 10000 0.5554,H,0,0.5554
r 10000 0.5554,M,1,0.5554
r 10000 0.5554,Q,0,0.5554
r 10000 0.5554,R,0,0.5554
r 10000 0.5555,H,1,0.5555
r 10000 0.5555,M,0,0.5555
r 10000 0.5555,Q,0,0.5555
r 10000 0.5555,R,0,0.5555
r 10000 0.5556,H,0,0.5556
r 10000 0.5556,M,0,0.5556
r 10000 0.5556,Q,0,0.5556
r 10000 0.5556,R,0,0.5556
r 10000 0.5557,H,0,0.5557
r 10000 0.5557,M,1,0.5557
r 10000 0.5557,Q,0,0.5557
r 10000 0.5557,R,0,0.5557
r 10000 0.5558,H,1,0.5558
r 10000 0.5558,M,1,0.5558
r 10000 0.5558,Q,0,0.5558
r 10000 0.5558,R,0,0.5558
r 10000 0.5559,H,1,0.5559
r 10000 0.5559,M,0,0.5559
r 10000 0.5559,Q,0,0.5559
r 10000 0.5559,R,0,0.5559
r 10000 0.5560,H,0,0.5560
r 10000 0.5560,M,0,0.5560
r 10000 0.5560,Q,0,0.5560
r 10000 0.5560,R,0,0.5560
r 10000 0.5561,H,0,0.5561
r 10000 0.5561,M,1,0.5561
r 10000 0.5561,Q,0,0.5561
r 10000 0.5561,R,0,0.5561
r 10000 0.5562,H,1,0.5562
r 10000 0.5562,M,0,0.5562
r 10000 0.5562,Q,0,0.5562
r 10000 0.5562,R,0,0.5562
r 10000 0.5563,H,1,0.5563
r 10000 0.5563,M,0,0.5563
r 10000 0.5563,Q,0,0.5563
r 10000 0.5563,R,0,0.5563
r 10000 0.5564,H,0,0.5564
r 10000 0.5564,M,1,0.5564
